customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,signup_date,churn,internal_flag
15859,Female,0.0,No,Yes,52.0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,e-check,70.26,,2021-01-03,Yes,A
13345,Female,0.0,Yes,Yes,28.0,Yes,No phone service,fiber,Yes,Y,No,Yes,No,No,Month-to-month,Yes,Electronic check,108.46,1293.66,2022-01-14,No,A
11529,F,0.0,No,No,60.0,Yes,No phone service,Fiber optic,No,N,Yes,No,No,No,Month to month,No,Electronic check,74.64,,2023-12-19,Yes,A
14345,Female,0.0,Yes,No,64.0,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month to month,Yes,Credit card,70.26,4920.42,2021-03-24,No,A
11799,Female,0.0,Yes,No,12.0,No,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Month to month,Yes,e-check,37.28,853.77,2020-01-27,No,A
19582,Female,0.0,Y,No,0.0,Yes,No,DSL,No internet service,Yes,No,No,No internet service,N,One Year,No,Bank transfer,90.64,3520.43,2020-09-15,No,A
8307,M,0.0,No,No,8.0,Y,Yes,No,No,Yes,No internet service,Y,No,No internet service,Month-to-month,No,Mailed check,70.26,5445.96,2022-08-23,No,A
1564,Male,1.0,No,No,57.0,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,118.42,2165.14,2024-12-15,No,A
8342,Male,0.0,No,Yes,52.0,Yes,Yes,fiber,No,No,No,No,Yes,No,One Year,No,Credit card,96.76,2961.57,2020-03-09,No,A
3222,Female,1.0,Yes,Yes,181.0,Yes,No,DSL,No,No internet service,Y,No internet service,No,Yes,Month to month,No,Electronic check,98.23,3539.11,2021-09-12,No,B
14070,Female,0.0,Yes,No,67.0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Y,Bank transfer,58.15,3323.59,2022-04-13,No,A
19106,Female,0.0,No,No,34.0,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer,90.64,3774.42,2021-06-21,Yes,A
9346,Female,0.0,No,Y,35.0,Yes,No phone service,Fiber optic,No,No,Yes,Y,Yes,No internet service,One Year,Yes,Electronic check,86.71,2025.72,2020-11-02,No,A
2420,male,0.0,Yes,No,37.0,Yes,No phone service,Fiber optic,Yes,Yes,Y,Yes,No internet service,No,Month-to-month,Yes,Credit card,23.03,205.95,2022-11-06,No,A
3142,Female,0.0,Yes,No,1.0,Yes,Yes,fiber,No,No,Yes,Yes,Yes,N,Month-to-month,Yes,Electronic check,88.59,2585.76,2021-10-27,No,A
14038,Female,0.0,No,No,10.0,No,Yes,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,E-check,75.41,7782.44,2021-06-15,No,A
3085,Female,0.0,No,Yes,61.0,Yes,Yes,No,Yes,N,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,70.26,5119.32,2022-12-15,No,B
1827,Male,0.0,Yes,No,57.0,Yes,No,fiber,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card,65.26,5782.56,2021-10-16,No,A
16662,Male,0.0,No,Yes,55.0,Yes,Yes,No,No,Yes,No internet service,Y,No internet service,No,Two Year,No,Credit card,70.26,743.49,2021-01-21,No,A
10359,F,0.0,No,No,45.0,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month to month,Yes,e-check,70.26,3550.68,2023-05-05,No,A
2713,Female,1.0,Yes,Y,15.0,Yes,Yes,DSL,No,No,No,No,No internet service,No,Two year,Yes,Electronic check,107.92,,2022-07-20,No,A
20760,Male,0.0,No,Y,38.0,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month to month,Yes,Mailed check,42.69,7251.36,2022-07-11,Yes,A
3768,Male,0.0,Yes,Yes,70.0,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Bank transfer,70.26,4957.05,2021-08-17,No,A
1291,Male,1.0,No,No,2.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,e-check,40.01,5422.75,2023-07-16,Yes,A
16732,Female,0.0,No,Yes,21.0,Yes,No,Fiber optic,No,Yes,Yes,No internet service,N,No,Month-to-month,Yes,Bank transfer,115.31,5452.03,2022-06-28,No,A
10939,F,0.0,No,Yes,52.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month to month,Yes,Bank transfer,36.96,1814.19,2024-09-04,No,A
18249,M,0.0,Yes,Yes,46.0,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month to month,Yes,Electronic check,84.62,891.66,2021-06-03,No,B
7751,Male,0.0,No,No,48.0,Yes,No phone service,DSL,No,No internet service,No,N,Yes,Yes,Month to month,Yes,Electronic check,70.26,6688.18,2020-05-09,No,A
3458,Female,0.0,Yes,Yes,50.0,Yes,Y,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,48.72,3028.04,2024-12-16,No,A
15255,M,0.0,Yes,Yes,8.0,No,N,Fiber optic,No,Yes,No,N,No internet service,No,Two Year,No,Bank transfer,70.26,7622.75,2023-05-18,No,A
4269,Female,0.0,Yes,Yes,61.0,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,N,One year,Yes,Bank transfer,48.65,6160.87,2020-12-26,Yes,B
8512,female,0.0,No,No,44.0,Yes,Y,Dsl,No,N,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,78.89,2596.39,2022-11-12,No,B
3936,Male,0.0,No,Yes,61.0,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two Year,N,Bank transfer,95.34,3021.65,2021-10-15,No,A
3886,male,1.0,Y,Yes,7.0,Yes,No phone service,No,No,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,102.16,4873.97,2021-06-26,No,A
15813,Female,0.0,Yes,Yes,57.0,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,N,No,Month to month,No,Bank transfer,34.72,4290.64,2022-09-18,No,A
1641,Male,0.0,Yes,Y,59.0,Yes,No phone service,No,Yes,Y,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,36.29,7443.59,2024-01-02,No,A
19314,Male,0.0,No,No,15.0,N,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month to month,Yes,Electronic check,70.26,7855.33,2020-03-07,No,A
17886,Female,0.0,Yes,Yes,52.0,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card,23.67,3840.43,2023-08-11,No,A
10110,Female,0.0,Y,No,56.0,Yes,No,DSL,No internet service,Y,Y,Y,No internet service,No internet service,Month-to-month,Yes,Credit card,104.9,6782.08,2022-01-31,No,A
16954,Male,1.0,Yes,No,50.0,No,N,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,70.26,331.41,2024-08-29,No,A
1483,Female,0.0,No,No,44.0,Yes,No phone service,DSL,No,N,No,Y,No,No internet service,Month-to-month,Yes,Electronic check,76.25,2886.85,2020-01-17,No,A
19435,Female,0.0,Yes,No,67.0,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,e-check,33.87,1123.21,2020-05-29,No,A
19577,Female,0.0,Yes,Yes,37.0,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card,45.69,7848.63,2023-03-15,No,A
7073,Male,0.0,Yes,No,3.0,Yes,No,fiber,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.79,552.71,2023-06-01,No,A
7513,M,0.0,Yes,No,19.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,N,Month-to-month,No,Bank transfer,95.22,,2022-07-15,No,A
11160,M,0.0,Yes,Yes,68.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,70.26,4408.32,2023-04-02,No,A
6332,Male,1.0,No,Yes,44.0,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,One year,Yes,Credit card,70.26,,2021-06-27,No,A
20866,Female,0.0,N,Yes,0.0,Yes,Yes,Dsl,Yes,No,Yes,N,Yes,Yes,Month-to-month,No,Electronic check,27.74,3104.2,2023-06-01,No,A
6906,Female,0.0,No,No,24.0,Yes,N,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,92.14,6712.59,2023-12-03,No,A
9689,Male,0.0,No,No,37.0,N,No,DSL,No,No,N,Yes,Y,No internet service,Two year,No,Electronic check,21.08,4316.54,2021-02-22,No,A
9141,Male,0.0,No,No,11.0,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Two Year,No,Bank transfer,90.02,4318.47,2020-05-25,No,A
4508,Female,0.0,Yes,Yes,69.0,Yes,Yes,DSL,N,No,No,No,N,Yes,Month to month,Yes,Credit card,70.26,327.93,2022-05-18,No,B
10787,Male,0.0,No,No,56.0,Yes,Y,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month to month,No,Electronic check,66.87,644.19,2023-08-01,No,A
20404,Female,0.0,No,No,67.0,Yes,N,Fiber optic,Yes,Yes,No internet service,No,Y,Yes,Two year,No,Bank transfer,109.52,789.04,2021-01-15,No,A
3035,Female,0.0,No,Yes,10.0,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,Y,Two year,No,Credit card,68.52,1539.39,2024-02-26,No,A
7212,Male,0.0,Yes,No,30.0,Yes,Y,DSL,Yes,No internet service,No,No internet service,Yes,N,Month-to-month,Yes,Mailed check,27.94,6704.84,2023-12-13,No,A
12012,Female,0.0,No,No,21.0,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,61.91,7656.71,2020-08-03,No,A
14886,male,0.0,No,No,47.0,Yes,Yes,fiber,No internet service,No,No,No,No,No,Month-to-month,Yes,e-check,38.29,5008.24,2021-03-18,No,B
5388,Male,0.0,No,No,26.0,Yes,Yes,DSL,Y,No,Y,No,No,Yes,Month-to-month,No,Electronic check,70.26,2045.19,2024-04-05,Yes,A
18185,Male,0.0,Y,No,3.0,Yes,Y,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.3,,2023-11-09,Yes,A
11713,male,0.0,Yes,Yes,30.0,No,No,DSL,No,Yes,No,No,N,Yes,Month-to-month,Yes,Mailed check,81.01,445.02,2021-01-02,No,A
18757,Female,0.0,Yes,Yes,54.0,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,102.17,224.02,2023-10-22,No,A
9456,Male,0.0,No,No,2.0,N,No,Fiber optic,N,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer,24.62,6883.82,2024-07-05,No,A
15929,Male,0.0,No,No,59.0,Yes,Y,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,24.54,410.94,2024-02-02,No,A
6859,Male,0.0,Yes,Yes,59.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Y,One year,N,E-check,118.66,3200.54,2021-11-18,No,A
6023,female,0.0,Yes,No,44.0,N,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Two Year,Yes,E-check,109.63,3969.73,2023-11-28,No,A
16471,Male,1.0,No,No,42.0,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,99.54,3547.18,2022-08-29,No,A
18745,Male,0.0,Yes,No,24.0,No,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,68.27,5653.96,2023-12-01,No,A
7070,Male,0.0,Yes,No,71.0,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,e-check,37.83,5570.51,2020-08-05,No,A
2154,Female,0.0,Y,No,1.0,N,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Mailed check,94.46,1671.51,2020-09-15,No,B
12200,male,0.0,Yes,No,21.0,Yes,No,Fiber optic,N,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,87.29,3064.99,2021-04-25,No,A
10419,Female,0.0,No,No,51.0,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Y,One year,Yes,Credit card,83.72,1626.79,2020-01-17,No,A
4074,Male,1.0,No,N,39.0,Yes,No,DSL,Y,No internet service,Yes,N,No internet service,Yes,Month-to-month,No,e-check,70.26,7668.45,2022-01-24,No,A
15186,Female,0.0,No,No,62.0,Yes,No,DSL,No internet service,Yes,N,No internet service,No internet service,Yes,Month-to-month,No,E-check,22.8,,2020-11-12,No,A
17853,Female,0.0,No,Y,61.0,Y,No phone service,DSL,No internet service,No internet service,No,No,No,No,One year,Yes,e-check,25.88,1926.77,2023-10-06,No,A
11570,Female,1.0,No,Yes,32.0,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No internet service,Month to month,Yes,Mailed check,47.75,6603.79,2020-08-18,No,A
17792,Male,0.0,No,Yes,19.0,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer,65.41,467.64,2024-12-26,Yes,A
13831,Male,1.0,No,No,22.0,Yes,Yes,No,Yes,No internet service,No internet service,Yes,Y,No,Month-to-month,No,E-check,119.17,3402.88,2021-04-23,No,A
13778,male,0.0,Yes,No,39.0,No,No phone service,Dsl,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,70.26,7351.33,2021-08-07,No,A
20474,Male,0.0,Yes,No,33.0,No,No,No,Yes,Yes,No,No internet service,No,No,One Year,No,Credit card,60.17,7761.78,2023-01-06,No,B
7271,Male,0.0,Y,N,63.0,No,Y,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer,108.58,2939.44,2022-04-05,No,A
3280,Male,0.0,Yes,No,38.0,Yes,Yes,DSL,No internet service,No internet service,No,No,N,No,Month-to-month,No,Electronic check,23.81,7687.04,2022-12-06,No,A
8150,Female,0.0,Yes,Yes,5.0,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer,112.29,4604.87,2021-02-18,No,A
10401,Female,0.0,No,Yes,58.0,Yes,Yes,DSL,No,No,N,Y,Yes,No internet service,Two year,Yes,Mailed check,100.8,7533.62,2023-06-14,No,A
7353,Male,0.0,No,No,63.0,Yes,No phone service,DSL,No,Y,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,64.46,3164.91,2024-02-29,No,A
17542,Female,1.0,Yes,Yes,29.0,Yes,Yes,No,No,No internet service,Yes,No,N,Yes,Month-to-month,No,Bank transfer,49.95,2960.35,2020-10-11,No,A
3271,Male,0.0,No,No,18.0,No,No,No,No,No,No internet service,No,Yes,N,One year,Yes,Bank transfer,115.19,6199.87,2022-10-30,No,A
9806,M,0.0,Yes,Yes,10.0,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Two Year,Yes,Electronic check,80.62,4655.61,2022-12-08,No,A
5450,Female,0.0,Yes,No,21.0,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,e-check,40.45,5644.58,2023-10-23,No,A
20689,M,0.0,Yes,No,46.0,Yes,Y,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,109.48,690.22,2020-06-07,No,A
16938,Male,0.0,Yes,N,65.0,Yes,No phone service,Dsl,No,No internet service,No internet service,N,Yes,Yes,One year,No,Mailed check,25.42,4657.0,2023-04-06,No,A
1853,Male,0.0,No,No,62.0,Yes,No phone service,No,Yes,N,No,Yes,No internet service,N,One year,Yes,Mailed check,32.47,322.86,2020-02-10,No,B
1468,F,0.0,No,Yes,17.0,Yes,N,No,Y,No,Yes,Yes,No,Y,One Year,Yes,Electronic check,20.08,5262.64,2020-05-20,Yes,A
9092,Female,0.0,Y,Yes,42.0,Yes,No,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,46.46,2923.68,2023-01-08,No,A
19046,Female,0.0,No,Yes,52.0,No,Yes,DSL,No,Yes,No internet service,No,No,No,Two year,Yes,Bank transfer,70.26,3219.11,2021-09-16,No,A
7286,Female,0.0,Yes,Yes,25.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,61.31,1133.98,2022-10-15,No,A
16220,Female,0.0,Yes,No,39.0,Yes,No,DSL,No internet service,No,Yes,No internet service,N,No,Month-to-month,No,Bank transfer,98.45,1646.38,2020-06-22,No,A
14463,Male,0.0,Yes,Yes,1.0,Yes,No phone service,Fiber optic,Yes,Yes,No,Y,Yes,Yes,Two year,No,Electronic check,64.47,690.1,2023-04-10,No,A
11135,Male,0.0,Yes,No,68.0,Yes,No,Dsl,Yes,Yes,No internet service,Yes,N,No,Two year,Yes,e-check,79.82,4037.45,2022-06-09,No,A
17041,Male,0.0,No,No,59.0,Yes,Yes,Fiber optic,No,N,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card,37.17,6571.62,2021-02-02,No,A
20393,Male,0.0,No,Yes,21.0,Yes,No phone service,DSL,N,Yes,No,No,N,No,Month-to-month,Y,Credit card,70.26,,2024-09-08,No,A
1737,Male,0.0,Yes,No,20.0,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Y,Month-to-month,Yes,Electronic check,102.17,5966.79,2021-02-11,No,A
18171,Female,0.0,Yes,No,54.0,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card,54.37,3152.36,2023-12-16,No,A
10348,F,0.0,Y,Yes,36.0,Yes,Y,DSL,Yes,No,No,Yes,No internet service,No,Month to month,No,Credit card,114.75,6955.26,2020-12-20,No,A
7804,Female,0.0,Yes,No,28.0,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer,106.73,2454.44,2020-03-26,No,A
14207,Female,1.0,No,No,28.0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,e-check,90.56,4459.88,2020-07-29,No,A
10877,Male,1.0,No,Yes,5.0,Yes,No phone service,Fiber optic,No,No,N,Yes,Yes,No internet service,One Year,No,Electronic check,44.68,1177.33,2024-05-16,No,A
1451,Female,0.0,Yes,No,27.0,Yes,No phone service,DSL,No,No internet service,Yes,N,No internet service,No internet service,One Year,No,Electronic check,91.92,3260.62,2022-07-25,No,A
11980,Female,0.0,N,No,16.0,Yes,Yes,No,Y,No,Yes,No,No,Yes,Month-to-month,Yes,e-check,103.12,3769.15,2020-06-17,No,A
8764,Female,0.0,Yes,No,24.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,82.01,3985.58,2022-08-14,No,B
16594,Female,0.0,Yes,Yes,68.0,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.98,5389.54,2023-01-29,No,A
10746,Female,0.0,Yes,No,63.0,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,N,Two Year,Yes,e-check,80.34,6114.34,2023-11-04,No,A
14884,Male,0.0,No,Yes,39.0,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,70.26,5023.04,2023-10-14,No,A
11415,male,0.0,Yes,Y,58.0,Y,Yes,fiber,No,No internet service,No,No,No,Yes,One year,Y,e-check,85.09,2537.46,2024-06-26,No,A
18644,Male,1.0,Yes,Yes,14.0,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,70.26,7381.65,2024-10-29,No,A
3326,female,0.0,Yes,No,58.0,Yes,Y,No,Yes,Yes,No,Y,No,No,Month-to-month,No,Electronic check,93.21,2586.13,2021-09-26,Yes,A
7367,Male,1.0,No,No,46.0,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer,70.26,4289.74,2024-05-19,No,A
13811,Male,0.0,No,No,13.0,No,Y,DSL,Yes,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer,70.26,938.76,2023-05-07,No,A
19557,Male,0.0,No,No,50.0,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,37.43,,2024-09-13,No,A
2145,Male,0.0,Yes,No,10.0,Yes,Yes,Fiber optic,No,Y,No,No,No internet service,Y,One year,Yes,Mailed check,103.34,2557.18,2023-12-21,No,A
12586,Female,0.0,No,No,60.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.57,4162.45,2022-03-31,No,A
13399,Female,0.0,Yes,Yes,66.0,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,E-check,40.84,6617.0,2024-07-09,No,A
10729,Male,0.0,No,No,18.0,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer,33.22,2786.92,2022-11-30,No,A
11936,Male,0.0,No,Yes,5.0,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Bank transfer,70.26,3910.93,2021-07-31,No,A
16412,Female,0.0,Yes,No,3.0,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,Two year,No,Electronic check,100.39,5840.47,2023-05-27,No,A
5689,Female,1.0,No,No,8.0,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,21.55,6137.48,2020-04-21,No,A
9035,Female,0.0,Y,Yes,30.0,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,One Year,No,Mailed check,51.13,5425.36,2022-01-03,No,A
16833,Female,1.0,No,No,62.0,Yes,Yes,No,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,56.49,7893.52,2024-06-19,No,A
7715,F,0.0,No,No,4.0,N,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.26,1975.41,2024-03-09,No,A
1042,Female,1.0,No,Y,7.0,Yes,No,No,No,No internet service,N,Yes,No internet service,No,Two year,Yes,e-check,96.25,1566.03,2023-11-30,No,A
10516,Male,1.0,Yes,No,24.0,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Two Year,Yes,Mailed check,103.06,7900.74,2021-07-05,No,A
2902,Male,0.0,Yes,Yes,46.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,76.35,7085.63,2023-07-20,No,A
13537,Female,0.0,Yes,No,57.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,N,Electronic check,72.93,3030.99,2021-09-04,No,A
11400,Female,0.0,Yes,Y,63.0,No,N,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.26,1752.46,2022-09-22,No,A
19116,Male,0.0,Yes,No,25.0,Yes,No,Fiber optic,No internet service,Y,No,No,No,No internet service,Two year,Yes,Credit card,34.29,5877.45,2023-06-26,No,A
12210,Male,0.0,No,No,68.0,Yes,Yes,No,No,Yes,Yes,No,No,No,One year,Yes,Credit card,70.26,5013.59,2021-11-22,No,A
11900,Male,0.0,No,No,52.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,118.41,4997.86,2020-09-10,No,B
4060,female,0.0,Yes,No,45.0,Yes,No,No,Yes,No,Yes,N,No,Yes,One year,Yes,Mailed check,70.26,7216.04,2021-09-04,No,A
9116,Male,0.0,Yes,No,68.0,Yes,Yes,DSL,No,No internet service,N,Yes,Yes,Y,Month-to-month,N,Credit card,56.52,501.94,2020-12-31,No,A
14657,Male,0.0,Yes,No,54.0,Yes,No,No,No,No,Yes,No internet service,No,No,Month-to-month,No,e-check,75.18,6007.52,2022-12-30,Yes,A
2124,M,1.0,Yes,No,36.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,24.52,4861.06,2021-01-14,Yes,A
15846,Female,1.0,No,Yes,59.0,Yes,No,DSL,No internet service,N,No internet service,No,No,No,One year,Yes,Electronic check,97.77,6480.58,2024-08-03,No,A
15458,Male,0.0,No,No,49.0,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two Year,No,Bank transfer,70.26,5740.12,2024-07-11,No,A
17276,Male,0.0,No,Yes,51.0,Yes,Yes,fiber,No internet service,No,Yes,No internet service,Yes,Y,Two year,Yes,e-check,74.03,6044.1,2022-06-06,No,A
19595,Female,0.0,No,No,19.0,Yes,Yes,DSL,No,N,N,No internet service,No internet service,No,Month-to-month,Yes,Credit card,90.9,4871.07,2021-06-22,No,A
4311,Female,0.0,No,No,0.0,Yes,Yes,DSL,Yes,No,Yes,Y,N,Yes,Two year,No,e-check,95.25,4854.8,2024-02-17,No,A
16619,female,0.0,N,No,1.0,Yes,Yes,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,30.85,7899.41,2023-04-09,No,A
14232,Female,1.0,Yes,No,65.0,Yes,No phone service,fiber,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,97.64,186.49,2020-03-05,No,A
19287,Male,0.0,No,No,12.0,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,64.56,6843.05,2023-06-27,No,B
16649,Male,0.0,No,Yes,21.0,Yes,Yes,No,No,No internet service,No internet service,Yes,N,Yes,Month to month,Yes,Electronic check,41.7,6346.85,2024-01-27,No,B
2348,Male,0.0,No,Yes,70.0,N,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Two Year,No,Credit card,67.89,7842.76,2021-10-24,No,A
14230,Male,0.0,Yes,No,45.0,Yes,N,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,695.1526340124715,,2024-06-20,No,A
9381,Female,0.0,No,No,45.0,Yes,No,No,No,Yes,Y,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,119.07,5790.43,2022-06-08,Yes,A
6024,Female,0.0,Yes,No,35.0,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,e-check,42.44,798.03,2023-05-20,No,A
9914,Male,1.0,No,Yes,47.0,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,N,No internet service,Month-to-month,Yes,Bank transfer,115.77,933.48,2020-12-29,No,A
7978,M,0.0,No,No,63.0,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,No,e-check,54.97,6753.6,2021-01-01,No,A
13188,Female,0.0,No,Yes,63.0,Yes,No,Fiber optic,Y,Yes,Yes,No,N,No,Two year,Yes,E-check,104.5,7017.17,2023-03-26,No,A
20504,Male,0.0,Y,No,40.0,Yes,N,DSL,No internet service,No,No internet service,Yes,No internet service,N,Month-to-month,Yes,Electronic check,70.26,2780.59,2022-11-24,No,A
7495,female,0.0,Yes,No,35.0,Yes,Yes,DSL,No internet service,Y,Yes,No internet service,Yes,Yes,Month-to-month,No,e-check,61.16,5721.38,2024-03-16,No,A
5885,Male,1.0,Yes,No,20.0,Yes,No,No,Yes,N,N,No internet service,Yes,Yes,Month-to-month,No,Mailed check,70.26,2808.35,2022-04-01,No,A
1036,M,1.0,Yes,No,69.0,Yes,No phone service,DSL,No,No,N,Y,Yes,No internet service,Month-to-month,No,Mailed check,68.33,4345.45,2024-07-15,No,A
2115,Female,0.0,Yes,Y,52.0,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,22.89,2382.33,2020-09-04,No,A
